"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
39C7_WH,2,W,39C7,39C7-1,EW,WH,NH,39C7_WH,1770.10884893,39C7W
39C8_EH,2,W,39C8,39C8-2,EW,EH,NH,39C8_EH,1770.10882545,39C8E
39C8_WH,2,W,39C8,39C8-1,EW,WH,NH,39C8_WH,1770.10883549,39C8W
39C9_EH,2,W,39C9,39C9-2,EW,EH,NH,39C9_EH,1770.10879876,39C9E
39C9_WH,2,W,39C9,39C9-1,EW,WH,NH,39C9_WH,1770.10881321,39C9W
39D0_EH,2,W,39D0,39D0-2,EW,EH,NH,39D0_EH,1770.10876325,39D0E
39D0_WH,2,W,39D0,39D0-1,EW,WH,NH,39D0_WH,1770.10878211,39D0W
39D1_EH,2,W,39D1,39D1-2,EW,EH,NH,39D1_EH,1770.10871893,39D1E
39D1_WH,2,W,39D1,39D1-1,EW,WH,NH,39D1_WH,1770.10874219,39D1W
39D2_EH,2,W,39D2,39D2-2,EW,EH,NH,39D2_EH,1770.10866582,39D2E
39D2_WH,2,W,39D2,39D2-1,EW,WH,NH,39D2_WH,1770.10869347,39D2W
39D3_EH,2,W,39D3,39D3-2,EW,EH,NH,39D3_EH,1770.10860393,39D3E
39D3_WH,2,W,39D3,39D3-1,EW,WH,NH,39D3_WH,1770.10863597,39D3W
39D4_EH,2,W,39D4,39D4-2,EW,EH,NH,39D4_EH,1770.10853328,39D4E
39D4_WH,2,W,39D4,39D4-1,EW,WH,NH,39D4_WH,1770.1085697,39D4W
39D5_EH,2,W,39D5,39D5-2,EW,EH,NH,39D5_EH,1770.1084539,39D5E
39D5_WH,2,W,39D5,39D5-1,EW,WH,NH,39D5_WH,1770.10849468,39D5W
39D6_EH,2,W,39D6,39D6-2,EW,EH,NH,39D6_EH,1770.1083658,39D6E
39D6_WH,2,W,39D6,39D6-1,EW,WH,NH,39D6_WH,1770.10841093,39D6W
39D7_EH,2,W,39D7,39D7-2,EW,EH,NH,39D7_EH,1770.10826901,39D7E
39D7_WH,2,W,39D7,39D7-1,EW,WH,NH,39D7_WH,1770.10831849,39D7W
39D8_EH,2,W,39D8,39D8-2,EW,EH,NH,39D8_EH,1770.10816357,39D8E
39D8_WH,2,W,39D8,39D8-1,EW,WH,NH,39D8_WH,1770.10821737,39D8W
39D9_EH,2,W,39D9,39D9-2,EW,EH,NH,39D9_EH,1770.1080495,39D9E
39D9_WH,2,W,39D9,39D9-1,EW,WH,NH,39D9_WH,1770.10810761,39D9W
39E0_EH,2,W,39E0,39E0-2,EW,EH,NH,39E0_EH,1770.10792684,39E0E
39E0_WH,2,W,39E0,39E0-1,EW,WH,NH,39E0_WH,1770.10798924,39E0W
39E1_EH,2,W,39E1,39E1-2,EW,EH,NH,39E1_EH,1361.03017209,39E1E
39E1_WH,2,W,39E1,39E1-1,EW,WH,NH,39E1_WH,1763.9541683,39E1W
39E2_EH,2,W,39E2,39E2-2,EW,EH,NH,39E2_EH,852.883532,39E2E
39E2_WH,2,W,39E2,39E2-1,EW,WH,NH,39E2_WH,1082.94803144,39E2W
39E3_EH,2,W,39E3,39E3-2,EW,EH,NH,39E3_EH,987.41232778,39E3E
39E3_WH,2,W,39E3,39E3-1,EW,WH,NH,39E3_WH,1084.02353176,39E3W
39E4_EH,2,W,39E4,39E4-2,EW,EH,NH,39E4_EH,1639.06873884,39E4E
39E4_WH,2,W,39E4,39E4-1,EW,WH,NH,39E4_WH,1448.48201233,39E4W
39E5_WH,2,W,39E5,39E5-1,EW,WH,NH,39E5_WH,493.683722123,39E5W
39E6_EH,2,W,39E6,39E6-2,EW,EH,NH,39E6_EH,0.15728716472,39E6E
39E6_WH,2,W,39E6,39E6-1,EW,WH,NH,39E6_WH,1.13921324508,39E6W
39E7_EH,2,W,39E7,39E7-2,EW,EH,NH,39E7_EH,2.36195013985,39E7E
39E7_WH,2,W,39E7,39E7-1,EW,WH,NH,39E7_WH,1.70084465947,39E7W
39E8_EH,2,W,39E8,39E8-2,EW,EH,NH,39E8_EH,1728.61719683,39E8E
39E8_WH,2,W,39E8,39E8-1,EW,WH,NH,39E8_WH,173.967273278,39E8W
39E9_EH,2,W,39E9,39E9-2,EW,EH,NH,39E9_EH,1770.10644337,39E9E
39E9_WH,2,W,39E9,39E9-1,EW,WH,NH,39E9_WH,1770.10654337,39E9W
39F0_EH,2,E,39F0,39F0-2,EW,EH,NH,39F0_EH,1770.10623728,39F0E
39F0_WH,2,E,39F0,39F0-1,EW,WH,NH,39F0_WH,1770.10634133,39F0W
39F1_EH,2,E,39F1,39F1-2,EW,EH,NH,39F1_EH,1770.10602316,39F1E
39F1_WH,2,E,39F1,39F1-1,EW,WH,NH,39F1_WH,1770.10613123,39F1W
39F2_EH,2,E,39F2,39F2-2,EW,EH,NH,39F2_EH,1770.10580107,39F2E
39F2_WH,2,E,39F2,39F2-1,EW,WH,NH,39F2_WH,1770.10591311,39F2W
39F3_EH,2,E,39F3,39F3-2,EW,EH,NH,39F3_EH,1770.10557108,39F3E
39F3_WH,2,E,39F3,39F3-1,EW,WH,NH,39F3_WH,1770.10568706,39F3W
39F4_EH,2,E,39F4,39F4-2,EW,EH,NH,39F4_EH,1770.10533324,39F4E
39F4_WH,2,E,39F4,39F4-1,EW,WH,NH,39F4_WH,1770.10545313,39F4W
39F5_EH,2,E,39F5,39F5-2,EW,EH,NH,39F5_EH,1770.10508765,39F5E
39F5_WH,2,E,39F5,39F5-1,EW,WH,NH,39F5_WH,1770.10521141,39F5W
39F6_EH,2,E,39F6,39F6-2,EW,EH,NH,39F6_EH,1770.10483436,39F6E
39F6_WH,2,E,39F6,39F6-1,EW,WH,NH,39F6_WH,1770.10496196,39F6W
39F7_EH,2,E,39F7,39F7-2,EW,EH,NH,39F7_EH,1770.10457347,39F7E
39F7_WH,2,E,39F7,39F7-1,EW,WH,NH,39F7_WH,1770.10470486,39F7W
39F8_EH,2,E,39F8,39F8-2,EW,EH,NH,39F8_EH,424.322765341,39F8E
39F8_WH,2,E,39F8,39F8-1,EW,WH,NH,39F8_WH,1649.61433909,39F8W
39F9_WH,2,E,39F9,39F9-1,EW,WH,NH,39F9_WH,16.0310285085,39F9W
40C2_EH,2,W,40C2,40C2-2,EW,EH,NH,40C2_EH,1747.96902478,40C2E
40C3_EH,2,W,40C3,40C3-2,EW,EH,NH,40C3_EH,1747.96905042,40C3E
40C3_WH,2,W,40C3,40C3-1,EW,WH,NH,40C3_WH,1747.96903868,40C3W
40C4_EH,2,W,40C4,40C4-2,EW,EH,NH,40C4_EH,1747.96906745,40C4E
40C4_WH,2,W,40C4,40C4-1,EW,WH,NH,40C4_WH,1747.96906001,40C4W
40C5_EH,2,W,40C5,40C5-2,EW,EH,NH,40C5_EH,1747.96907587,40C5E
40C5_WH,2,W,40C5,40C5-1,EW,WH,NH,40C5_WH,1747.96907274,40C5W
40C6_EH,2,W,40C6,40C6-2,EW,EH,NH,40C6_EH,1747.96907568,40C6E
40C6_WH,2,W,40C6,40C6-1,EW,WH,NH,40C6_WH,1747.96907685,40C6W
40C7_EH,2,W,40C7,40C7-2,EW,EH,NH,40C7_EH,1747.96906687,40C7E
40C7_WH,2,W,40C7,40C7-1,EW,WH,NH,40C7_WH,1747.96907235,40C7W
40C8_EH,2,W,40C8,40C8-2,EW,EH,NH,40C8_EH,1747.96904946,40C8E
40C8_WH,2,W,40C8,40C8-1,EW,WH,NH,40C8_WH,1747.96905924,40C8W
40C9_EH,2,W,40C9,40C9-2,EW,EH,NH,40C9_EH,1747.96902343,40C9E
40C9_WH,2,W,40C9,40C9-1,EW,WH,NH,40C9_WH,1747.96903752,40C9W
40D0_EH,2,W,40D0,40D0-2,EW,EH,NH,40D0_EH,1747.96898881,40D0E
40D0_WH,2,W,40D0,40D0-1,EW,WH,NH,40D0_WH,1747.9690072,40D0W
40D1_EH,2,W,40D1,40D1-2,EW,EH,NH,40D1_EH,1747.9689456,40D1E
40D1_WH,2,W,40D1,40D1-1,EW,WH,NH,40D1_WH,1747.96896828,40D1W
40D2_EH,2,W,40D2,40D2-2,EW,EH,NH,40D2_EH,1747.96889382,40D2E
40D2_WH,2,W,40D2,40D2-1,EW,WH,NH,40D2_WH,1747.96892078,40D2W
40D3_EH,2,W,40D3,40D3-2,EW,EH,NH,40D3_EH,1747.96883348,40D3E
40D3_WH,2,W,40D3,40D3-1,EW,WH,NH,40D3_WH,1747.96886472,40D3W
40D4_EH,2,W,40D4,40D4-2,EW,EH,NH,40D4_EH,1747.9687646,40D4E
40D4_WH,2,W,40D4,40D4-1,EW,WH,NH,40D4_WH,1747.96880011,40D4W
40D5_EH,2,W,40D5,40D5-2,EW,EH,NH,40D5_EH,1747.9686872,40D5E
40D5_WH,2,W,40D5,40D5-1,EW,WH,NH,40D5_WH,1747.96872696,40D5W
40D6_EH,2,W,40D6,40D6-2,EW,EH,NH,40D6_EH,1747.9686013,40D6E
40D6_WH,2,W,40D6,40D6-1,EW,WH,NH,40D6_WH,1747.96864531,40D6W
40D7_EH,2,W,40D7,40D7-2,EW,EH,NH,40D7_EH,1747.96850694,40D7E
40D7_WH,2,W,40D7,40D7-1,EW,WH,NH,40D7_WH,1747.96855518,40D7W
40D8_EH,2,W,40D8,40D8-2,EW,EH,NH,40D8_EH,1747.96840413,40D8E
40D8_WH,2,W,40D8,40D8-1,EW,WH,NH,40D8_WH,1747.96845659,40D8W
40D9_EH,2,W,40D9,40D9-2,EW,EH,NH,40D9_EH,1747.96829292,40D9E
40D9_WH,2,W,40D9,40D9-1,EW,WH,NH,40D9_WH,1747.96834957,40D9W
40E0_EH,2,W,40E0,40E0-2,EW,EH,NH,40E0_EH,1747.96817333,40E0E
40E0_WH,2,W,40E0,40E0-1,EW,WH,NH,40E0_WH,1747.96823417,40E0W
40E1_EH,2,W,40E1,40E1-2,EW,EH,NH,40E1_EH,1747.9680454,40E1E
40E1_WH,2,W,40E1,40E1-1,EW,WH,NH,40E1_WH,1747.9681104,40E1W
40E2_EH,2,W,40E2,40E2-2,EW,EH,NH,40E2_EH,1747.96790917,40E2E
40E2_WH,2,W,40E2,40E2-1,EW,WH,NH,40E2_WH,1747.96797832,40E2W
40E3_EH,2,W,40E3,40E3-2,EW,EH,NH,40E3_EH,1051.65184962,40E3E
40E3_WH,2,W,40E3,40E3-1,EW,WH,NH,40E3_WH,1744.22191959,40E3W
40E4_EH,2,W,40E4,40E4-2,EW,EH,NH,40E4_EH,790.06462349,40E4E
40E4_WH,2,W,40E4,40E4-1,EW,WH,NH,40E4_WH,1028.35557786,40E4W
40E5_EH,2,W,40E5,40E5-2,EW,EH,NH,40E5_EH,5.30822607736,40E5E
40E5_WH,2,W,40E5,40E5-1,EW,WH,NH,40E5_WH,632.832892297,40E5W
40E6_EH,2,W,40E6,40E6-2,EW,EH,NH,40E6_EH,75.0274320568,40E6E
40E6_WH,2,W,40E6,40E6-1,EW,WH,NH,40E6_WH,0.160901601572,40E6W
40E7_EH,2,W,40E7,40E7-2,EW,EH,NH,40E7_EH,287.10598993,40E7E
40E7_WH,2,W,40E7,40E7-1,EW,WH,NH,40E7_WH,22.0157408763,40E7W
40E8_EH,2,W,40E8,40E8-2,EW,EH,NH,40E8_EH,1747.96692,40E8E
40E8_WH,2,W,40E8,40E8-1,EW,WH,NH,40E8_WH,1334.05405583,40E8W
40E9_EH,2,W,40E9,40E9-2,EW,EH,NH,40E9_EH,1747.96672697,40E9E
40E9_WH,2,W,40E9,40E9-1,EW,WH,NH,40E9_WH,1747.96682448,40E9W
40F0_EH,2,E,40F0,40F0-2,EW,EH,NH,40F0_EH,1747.96652605,40F0E
40F0_WH,2,E,40F0,40F0-1,EW,WH,NH,40F0_WH,1747.96662749,40F0W
40F1_EH,2,E,40F1,40F1-2,EW,EH,NH,40F1_EH,1747.96631728,40F1E
40F1_WH,2,E,40F1,40F1-1,EW,WH,NH,40F1_WH,1747.96642264,40F1W
40F2_EH,2,E,40F2,40F2-2,EW,EH,NH,40F2_EH,1747.96610075,40F2E
40F2_WH,2,E,40F2,40F2-1,EW,WH,NH,40F2_WH,1747.96620998,40F2W
40F3_EH,2,E,40F3,40F3-2,EW,EH,NH,40F3_EH,1747.96587651,40F3E
40F3_WH,2,E,40F3,40F3-1,EW,WH,NH,40F3_WH,1747.96598959,40F3W
40F4_EH,2,E,40F4,40F4-2,EW,EH,NH,40F4_EH,1747.96564462,40F4E
40F4_WH,2,E,40F4,40F4-1,EW,WH,NH,40F4_WH,1747.96576152,40F4W
40F5_EH,2,E,40F5,40F5-2,EW,EH,NH,40F5_EH,1747.96540517,40F5E
40F5_WH,2,E,40F5,40F5-1,EW,WH,NH,40F5_WH,1747.96552584,40F5W
40F6_EH,2,E,40F6,40F6-2,EW,EH,NH,40F6_EH,1747.96515823,40F6E
40F6_WH,2,E,40F6,40F6-1,EW,WH,NH,40F6_WH,1747.96528263,40F6W
40F7_EH,2,E,40F7,40F7-2,EW,EH,NH,40F7_EH,1747.96490386,40F7E
40F7_WH,2,E,40F7,40F7-1,EW,WH,NH,40F7_WH,1747.96503197,40F7W
40F8_WH,2,E,40F8,40F8-1,EW,WH,NH,40F8_WH,745.442551475,40F8W
41C2_EH,2,W,41C2,41C2-2,EW,EH,NH,41C2_EH,1725.68987536,41C2E
41C3_EH,2,W,41C3,41C3-2,EW,EH,NH,41C3_EH,1725.68990035,41C3E
41C3_WH,2,W,41C3,41C3-1,EW,WH,NH,41C3_WH,1725.6898889,41C3W
41C4_EH,2,W,41C4,41C4-2,EW,EH,NH,41C4_EH,1725.68991695,41C4E
41C4_WH,2,W,41C4,41C4-1,EW,WH,NH,41C4_WH,1725.6899097,41C4W
41C5_EH,2,W,41C5,41C5-2,EW,EH,NH,41C5_EH,1725.68992515,41C5E
41C5_WH,2,W,41C5,41C5-1,EW,WH,NH,41C5_WH,1725.6899221,41C5W
41C6_EH,2,W,41C6,41C6-2,EW,EH,NH,41C6_EH,1725.68992497,41C6E
41C6_WH,2,W,41C6,41C6-1,EW,WH,NH,41C6_WH,1725.68992611,41C6W
41C7_EH,2,W,41C7,41C7-2,EW,EH,NH,41C7_EH,1725.68991638,41C7E
41C7_WH,2,W,41C7,41C7-1,EW,WH,NH,41C7_WH,1725.68992172,41C7W
41C8_EH,2,W,41C8,41C8-2,EW,EH,NH,41C8_EH,1725.68989941,41C8E
41C8_WH,2,W,41C8,41C8-1,EW,WH,NH,41C8_WH,1725.68990895,41C8W
41C9_EH,2,W,41C9,41C9-2,EW,EH,NH,41C9_EH,1725.68987405,41C9E
41C9_WH,2,W,41C9,41C9-1,EW,WH,NH,41C9_WH,1725.68988778,41C9W
41D0_EH,2,W,41D0,41D0-2,EW,EH,NH,41D0_EH,1725.68984031,41D0E
41D0_WH,2,W,41D0,41D0-1,EW,WH,NH,41D0_WH,1725.68985823,41D0W
41D1_EH,2,W,41D1,41D1-2,EW,EH,NH,41D1_EH,1725.6897982,41D1E
41D1_WH,2,W,41D1,41D1-1,EW,WH,NH,41D1_WH,1725.6898203,41D1W
41D2_EH,2,W,41D2,41D2-2,EW,EH,NH,41D2_EH,1725.68974774,41D2E
41D2_WH,2,W,41D2,41D2-1,EW,WH,NH,41D2_WH,1725.68977402,41D2W
41D3_EH,2,W,41D3,41D3-2,EW,EH,NH,41D3_EH,1725.68968894,41D3E
41D3_WH,2,W,41D3,41D3-1,EW,WH,NH,41D3_WH,1725.68971938,41D3W
41D4_EH,2,W,41D4,41D4-2,EW,EH,NH,41D4_EH,1725.68962181,41D4E
41D4_WH,2,W,41D4,41D4-1,EW,WH,NH,41D4_WH,1725.68965642,41D4W
41D5_EH,2,W,41D5,41D5-2,EW,EH,NH,41D5_EH,1725.68954639,41D5E
41D5_WH,2,W,41D5,41D5-1,EW,WH,NH,41D5_WH,1725.68958514,41D5W
41D6_EH,2,W,41D6,41D6-2,EW,EH,NH,41D6_EH,1725.68946268,41D6E
41D6_WH,2,W,41D6,41D6-1,EW,WH,NH,41D6_WH,1725.68950557,41D6W
41D7_EH,2,W,41D7,41D7-2,EW,EH,NH,41D7_EH,1725.68937072,41D7E
41D7_WH,2,W,41D7,41D7-1,EW,WH,NH,41D7_WH,1725.68941773,41D7W
41D8_EH,2,W,41D8,41D8-2,EW,EH,NH,41D8_EH,1725.68927053,41D8E
41D8_WH,2,W,41D8,41D8-1,EW,WH,NH,41D8_WH,1725.68932165,41D8W
41D9_EH,2,W,41D9,41D9-2,EW,EH,NH,41D9_EH,1725.68916216,41D9E
41D9_WH,2,W,41D9,41D9-1,EW,WH,NH,41D9_WH,1725.68921737,41D9W
41E0_EH,2,W,41E0,41E0-2,EW,EH,NH,41E0_EH,1725.68904561,41E0E
41E0_WH,2,W,41E0,41E0-1,EW,WH,NH,41E0_WH,1725.6891049,41E0W
41E1_EH,2,W,41E1,41E1-2,EW,EH,NH,41E1_EH,1725.68892094,41E1E
41E1_WH,2,W,41E1,41E1-1,EW,WH,NH,41E1_WH,1725.68898429,41E1W
41E2_EH,2,W,41E2,41E2-2,EW,EH,NH,41E2_EH,1725.6665001,41E2E
41E2_WH,2,W,41E2,41E2-1,EW,WH,NH,41E2_WH,1725.68885558,41E2W
41E3_EH,2,W,41E3,41E3-2,EW,EH,NH,41E3_EH,1389.10648838,41E3E
41E3_WH,2,W,41E3,41E3-1,EW,WH,NH,41E3_WH,1690.12759552,41E3W
41E4_EH,2,W,41E4,41E4-2,EW,EH,NH,41E4_EH,143.773200147,41E4E
41E4_WH,2,W,41E4,41E4-1,EW,WH,NH,41E4_WH,966.350892051,41E4W
41E5_WH,2,W,41E5,41E5-1,EW,WH,NH,41E5_WH,59.1244309052,41E5W
41E6_EH,2,W,41E6,41E6-2,EW,EH,NH,41E6_EH,326.675722346,41E6E
41E6_WH,2,W,41E6,41E6-1,EW,WH,NH,41E6_WH,63.4755189907,41E6W
41E7_EH,2,W,41E7,41E7-2,EW,EH,NH,41E7_EH,1725.68800458,41E7E
41E7_WH,2,W,41E7,41E7-1,EW,WH,NH,41E7_WH,1106.52616457,41E7W
41E8_EH,2,W,41E8,41E8-2,EW,EH,NH,41E8_EH,1725.68782423,41E8E
41E8_WH,2,W,41E8,41E8-1,EW,WH,NH,41E8_WH,1725.68791538,41E8W
41E9_EH,2,W,41E9,41E9-2,EW,EH,NH,41E9_EH,1725.68763612,41E9E
41E9_WH,2,W,41E9,41E9-1,EW,WH,NH,41E9_WH,1725.68773114,41E9W
41F0_EH,2,E,41F0,41F0-2,EW,EH,NH,41F0_EH,1725.68744032,41F0E
41F0_WH,2,E,41F0,41F0-1,EW,WH,NH,41F0_WH,1725.68753918,41F0W
41F1_EH,2,E,41F1,41F1-2,EW,EH,NH,41F1_EH,1725.68723688,41F1E
41F1_WH,2,E,41F1,41F1-1,EW,WH,NH,41F1_WH,1725.68733955,41F1W
41F2_EH,2,E,41F2,41F2-2,EW,EH,NH,41F2_EH,1725.68702586,41F2E
41F2_WH,2,E,41F2,41F2-1,EW,WH,NH,41F2_WH,1725.68713231,41F2W
41F3_EH,2,E,41F3,41F3-2,EW,EH,NH,41F3_EH,1725.68680733,41F3E
41F3_WH,2,E,41F3,41F3-1,EW,WH,NH,41F3_WH,1725.68691753,41F3W
41F4_EH,2,E,41F4,41F4-2,EW,EH,NH,41F4_EH,1725.68658136,41F4E
41F4_WH,2,E,41F4,41F4-1,EW,WH,NH,41F4_WH,1725.68669527,41F4W
41F5_EH,2,E,41F5,41F5-2,EW,EH,NH,41F5_EH,1725.68634801,41F5E
41F5_WH,2,E,41F5,41F5-1,EW,WH,NH,41F5_WH,1725.68646561,41F5W
41F6_EH,2,E,41F6,41F6-2,EW,EH,NH,41F6_EH,1725.68610736,41F6E
41F6_WH,2,E,41F6,41F6-1,EW,WH,NH,41F6_WH,1725.6862286,41F6W
41F7_EH,2,E,41F7,41F7-2,EW,EH,NH,41F7_EH,1725.68585948,41F7E
41F7_WH,2,E,41F7,41F7-1,EW,WH,NH,41F7_WH,1725.68598432,41F7W
41F8_WH,2,E,41F8,41F8-1,EW,WH,NH,41F8_WH,529.42243103,41F8W
42C2_EH,2,W,42C2,42C2-2,EW,EH,NH,42C2_EH,1703.27301107,42C2E
42C3_EH,2,W,42C3,42C3-2,EW,EH,NH,42C3_EH,1703.2730354,42C3E
42C3_WH,2,W,42C3,42C3-1,EW,WH,NH,42C3_WH,1703.27302426,42C3W
42C4_EH,2,W,42C4,42C4-2,EW,EH,NH,42C4_EH,1703.27305157,42C4E
42C4_WH,2,W,42C4,42C4-1,EW,WH,NH,42C4_WH,1703.27304451,42C4W
42C5_EH,2,W,42C5,42C5-2,EW,EH,NH,42C5_EH,1703.27305956,42C5E
42C5_WH,2,W,42C5,42C5-1,EW,WH,NH,42C5_WH,1703.27305659,42C5W
42C6_EH,2,W,42C6,42C6-2,EW,EH,NH,42C6_EH,1703.27305938,42C6E
42C6_WH,2,W,42C6,42C6-1,EW,WH,NH,42C6_WH,1703.2730605,42C6W
42C7_EH,2,W,42C7,42C7-2,EW,EH,NH,42C7_EH,1703.27305102,42C7E
42C7_WH,2,W,42C7,42C7-1,EW,WH,NH,42C7_WH,1703.27305622,42C7W
42C8_EH,2,W,42C8,42C8-2,EW,EH,NH,42C8_EH,1703.27303449,42C8E
42C8_WH,2,W,42C8,42C8-1,EW,WH,NH,42C8_WH,1703.27304378,42C8W
42C9_EH,2,W,42C9,42C9-2,EW,EH,NH,42C9_EH,1703.27300979,42C9E
42C9_WH,2,W,42C9,42C9-1,EW,WH,NH,42C9_WH,1703.27302316,42C9W
42D0_EH,2,W,42D0,42D0-2,EW,EH,NH,42D0_EH,1703.27297693,42D0E
42D0_WH,2,W,42D0,42D0-1,EW,WH,NH,42D0_WH,1703.27299438,42D0W
42D1_EH,2,W,42D1,42D1-2,EW,EH,NH,42D1_EH,1703.27293591,42D1E
42D1_WH,2,W,42D1,42D1-1,EW,WH,NH,42D1_WH,1703.27295744,42D1W
42D2_EH,2,W,42D2,42D2-2,EW,EH,NH,42D2_EH,1703.27288676,42D2E
42D2_WH,2,W,42D2,42D2-1,EW,WH,NH,42D2_WH,1703.27291235,42D2W
42D3_EH,2,W,42D3,42D3-2,EW,EH,NH,42D3_EH,1703.27282948,42D3E
42D3_WH,2,W,42D3,42D3-1,EW,WH,NH,42D3_WH,1703.27285914,42D3W
42D4_EH,2,W,42D4,42D4-2,EW,EH,NH,42D4_EH,1703.2727641,42D4E
42D4_WH,2,W,42D4,42D4-1,EW,WH,NH,42D4_WH,1703.27279781,42D4W
42D5_EH,2,W,42D5,42D5-2,EW,EH,NH,42D5_EH,1703.27269063,42D5E
42D5_WH,2,W,42D5,42D5-1,EW,WH,NH,42D5_WH,1703.27272838,42D5W
42D6_EH,2,W,42D6,42D6-2,EW,EH,NH,42D6_EH,1703.2726091,42D6E
42D6_WH,2,W,42D6,42D6-1,EW,WH,NH,42D6_WH,1703.27265087,42D6W
42D7_EH,2,W,42D7,42D7-2,EW,EH,NH,42D7_EH,1703.27251953,42D7E
42D7_WH,2,W,42D7,42D7-1,EW,WH,NH,42D7_WH,1703.27256532,42D7W
42D8_EH,2,W,42D8,42D8-2,EW,EH,NH,42D8_EH,1703.27242195,42D8E
42D8_WH,2,W,42D8,42D8-1,EW,WH,NH,42D8_WH,1703.27247174,42D8W
42D9_EH,2,W,42D9,42D9-2,EW,EH,NH,42D9_EH,1703.27231638,42D9E
42D9_WH,2,W,42D9,42D9-1,EW,WH,NH,42D9_WH,1703.27237016,42D9W
42E0_EH,2,W,42E0,42E0-2,EW,EH,NH,42E0_EH,1703.27220287,42E0E
42E0_WH,2,W,42E0,42E0-1,EW,WH,NH,42E0_WH,1703.27226062,42E0W
42E1_EH,2,W,42E1,42E1-2,EW,EH,NH,42E1_EH,1703.27208144,42E1E
42E1_WH,2,W,42E1,42E1-1,EW,WH,NH,42E1_WH,1703.27214314,42E1W
42E2_EH,2,W,42E2,42E2-2,EW,EH,NH,42E2_EH,1670.77313759,42E2E
42E2_WH,2,W,42E2,42E2-1,EW,WH,NH,42E2_WH,1665.85689438,42E2W
42E3_EH,2,W,42E3,42E3-2,EW,EH,NH,42E3_EH,1252.07571595,42E3E
42E3_WH,2,W,42E3,42E3-1,EW,WH,NH,42E3_WH,1597.21826277,42E3W
42E4_EH,2,W,42E4,42E4-2,EW,EH,NH,42E4_EH,209.018275382,42E4E
42E4_WH,2,W,42E4,42E4-1,EW,WH,NH,42E4_WH,439.446915972,42E4W
42E5_WH,2,W,42E5,42E5-1,EW,WH,NH,42E5_WH,0.468027911212,42E5W
42E7_EH,2,W,42E7,42E7-2,EW,EH,NH,42E7_EH,1263.31693803,42E7E
42E7_WH,2,W,42E7,42E7-1,EW,WH,NH,42E7_WH,69.4381920297,42E7W
42E8_EH,2,W,42E8,42E8-2,EW,EH,NH,42E8_EH,1703.2710132,42E8E
42E8_WH,2,W,42E8,42E8-1,EW,WH,NH,42E8_WH,1703.27110198,42E8W
42E9_EH,2,W,42E9,42E9-2,EW,EH,NH,42E9_EH,1703.27082998,42E9E
42E9_WH,2,W,42E9,42E9-1,EW,WH,NH,42E9_WH,1703.27092253,42E9W
42F0_EH,2,E,42F0,42F0-2,EW,EH,NH,42F0_EH,1703.27063926,42F0E
42F0_WH,2,E,42F0,42F0-1,EW,WH,NH,42F0_WH,1703.27073555,42F0W
42F1_EH,2,E,42F1,42F1-2,EW,EH,NH,42F1_EH,1703.2704411,42F1E
42F1_WH,2,E,42F1,42F1-1,EW,WH,NH,42F1_WH,1703.27054111,42F1W
42F2_EH,2,E,42F2,42F2-2,EW,EH,NH,42F2_EH,1703.27023557,42F2E
42F2_WH,2,E,42F2,42F2-1,EW,WH,NH,42F2_WH,1703.27033925,42F2W
42F3_EH,2,E,42F3,42F3-2,EW,EH,NH,42F3_EH,1703.27002271,42F3E
42F3_WH,2,E,42F3,42F3-1,EW,WH,NH,42F3_WH,1703.27013005,42F3W
42F4_EH,2,E,42F4,42F4-2,EW,EH,NH,42F4_EH,1703.26980261,42F4E
42F4_WH,2,E,42F4,42F4-1,EW,WH,NH,42F4_WH,1703.26991356,42F4W
42F5_EH,2,E,42F5,42F5-2,EW,EH,NH,42F5_EH,1703.26957532,42F5E
42F5_WH,2,E,42F5,42F5-1,EW,WH,NH,42F5_WH,1703.26968986,42F5W
42F6_EH,2,E,42F6,42F6-2,EW,EH,NH,42F6_EH,1703.26934092,42F6E
42F6_WH,2,E,42F6,42F6-1,EW,WH,NH,42F6_WH,1703.26945901,42F6W
42F7_EH,2,E,42F7,42F7-2,EW,EH,NH,42F7_EH,1703.26909948,42F7E
42F7_WH,2,E,42F7,42F7-1,EW,WH,NH,42F7_WH,1703.26922107,42F7W
42F8_WH,2,E,42F8,42F8-1,EW,WH,NH,42F8_WH,1032.1025686,42F8W
43C2_EH,2,W,43C2,43C2-2,EW,EH,NH,43C2_EH,1680.72010591,43C2E
43C3_EH,2,W,43C3,43C3-2,EW,EH,NH,43C3_EH,1680.7201296,43C3E
43C3_WH,2,W,43C3,43C3-1,EW,WH,NH,43C3_WH,1680.72011875,43C3W
43C4_EH,2,W,43C4,43C4-2,EW,EH,NH,43C4_EH,1680.72014534,43C4E
43C4_WH,2,W,43C4,43C4-1,EW,WH,NH,43C4_WH,1680.72013846,43C4W
43C5_EH,2,W,43C5,43C5-2,EW,EH,NH,43C5_EH,1680.72015312,43C5E
43C5_WH,2,W,43C5,43C5-1,EW,WH,NH,43C5_WH,1680.72015023,43C5W
43C6_EH,2,W,43C6,43C6-2,EW,EH,NH,43C6_EH,1680.72015294,43C6E
